date,yoga enfant
2018-01-07,0.2702702702702703
2018-01-14,0.6081081081081081
2018-01-21,0.20270270270270271
2018-01-28,0.27702702702702703
2018-02-04,0.5675675675675675
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.12837837837837837
2018-03-11,0.44594594594594594
2018-03-18,0.20270270270270271
2018-03-25,0.13513513513513514
2018-04-01,0.32432432432432434
2018-04-08,0.14189189189189189
2018-04-15,0.0
2018-04-22,0.14189189189189189
2018-04-29,0.5135135135135135
2018-05-06,0.14864864864864866
2018-05-13,0.14189189189189189
2018-05-20,0.2905405405405405
2018-05-27,0.20945945945945946
2018-06-03,0.0
2018-06-10,0.5135135135135135
2018-06-17,0.21621621621621623
2018-06-24,0.5540540540540541
2018-07-01,0.0
2018-07-08,0.14189189189189189
2018-07-15,0.14864864864864866
2018-07-22,0.0
2018-07-29,0.1554054054054054
2018-08-05,0.49324324324324326
2018-08-12,0.16216216216216217
2018-08-19,0.0
2018-08-26,0.21621621621621623
2018-09-02,0.8918918918918919
2018-09-09,0.5743243243243243
2018-09-16,0.4391891891891892
2018-09-23,0.6216216216216216
2018-09-30,0.28378378378378377
2018-10-07,0.19594594594594594
2018-10-14,0.4797297297297297
2018-10-21,0.7027027027027027
2018-10-28,0.21621621621621623
2018-11-04,0.5202702702702703
2018-11-11,0.5337837837837838
2018-11-18,0.13513513513513514
2018-11-25,0.14189189189189189
2018-12-02,0.18243243243243243
2018-12-09,0.14189189189189189
2018-12-16,0.14189189189189189
2018-12-23,0.49324324324324326
2018-12-30,0.14864864864864866
2019-01-06,0.18243243243243243
2019-01-13,0.4391891891891892
2019-01-20,0.5540540540540541
2019-01-27,0.12837837837837837
2019-02-03,0.4391891891891892
2019-02-10,0.44594594594594594
2019-02-17,0.0
2019-02-24,0.13513513513513514
2019-03-03,0.13513513513513514
2019-03-10,0.4527027027027027
2019-03-17,0.14189189189189189
2019-03-24,0.13513513513513514
2019-03-31,0.12837837837837837
2019-04-07,0.25675675675675674
2019-04-14,0.46621621621621623
2019-04-21,0.20270270270270271
2019-04-28,0.0
2019-05-05,0.12837837837837837
2019-05-12,0.12837837837837837
2019-05-19,0.25675675675675674
2019-05-26,0.13513513513513514
2019-06-02,0.12837837837837837
2019-06-09,0.12162162162162163
2019-06-16,0.13513513513513514
2019-06-23,0.19594594594594594
2019-06-30,0.13513513513513514
2019-07-07,0.0
2019-07-14,0.20270270270270271
2019-07-21,0.0
2019-07-28,0.13513513513513514
2019-08-04,0.14189189189189189
2019-08-11,0.21621621621621623
2019-08-18,0.2972972972972973
2019-08-25,0.22972972972972974
2019-09-01,0.20945945945945946
2019-09-08,0.31756756756756754
2019-09-15,0.3783783783783784
2019-09-22,0.12162162162162163
2019-09-29,0.25675675675675674
2019-10-06,0.4594594594594595
2019-10-13,0.25675675675675674
2019-10-20,0.41216216216216217
2019-10-27,0.40540540540540543
2019-11-03,0.12162162162162163
2019-11-10,0.24324324324324326
2019-11-17,0.4797297297297297
2019-11-24,0.11486486486486487
2019-12-01,0.11486486486486487
2019-12-08,0.19594594594594594
2019-12-15,0.17567567567567569
2019-12-22,0.12837837837837837
2019-12-29,0.12837837837837837
2020-01-05,0.17567567567567569
2020-01-12,0.22972972972972974
2020-01-19,0.11486486486486487
2020-01-26,0.4864864864864865
2020-02-02,0.16891891891891891
2020-02-09,0.1891891891891892
2020-02-16,0.3716216216216216
2020-02-23,0.10810810810810811
2020-03-01,0.36486486486486486
2020-03-08,0.16216216216216217
2020-03-15,0.5202702702702703
2020-03-22,1.0
2020-03-29,0.7635135135135135
2020-04-05,0.6013513513513513
2020-04-12,0.5337837837837838
2020-04-19,0.5337837837837838
2020-04-26,0.10135135135135136
2020-05-03,0.0
2020-05-10,0.5
2020-05-17,0.21621621621621623
