date,means
2018-01-01,19.230769230769234
2018-02-01,15.384615384615385
2018-03-01,11.538461538461538
2018-04-01,19.230769230769234
2018-05-01,26.923076923076923
2018-06-01,19.230769230769234
2018-07-01,7.6923076923076925
2018-08-01,19.230769230769234
2018-09-01,19.230769230769234
2018-10-01,11.538461538461538
2018-11-01,7.6923076923076925
2018-12-01,3.8461538461538463
2019-01-01,11.538461538461538
2019-02-01,19.230769230769234
2019-03-01,73.07692307692307
2019-04-01,26.923076923076923
2019-05-01,38.46153846153847
2019-06-01,69.23076923076923
2019-07-01,50.0
2019-08-01,30.76923076923077
2019-09-01,11.538461538461538
2019-10-01,34.61538461538461
2019-11-01,19.230769230769234
2019-12-01,11.538461538461538
2020-01-01,19.230769230769234
2020-02-01,34.61538461538461
2020-03-01,26.923076923076923
2020-04-01,38.46153846153847
2020-05-01,100.0
2020-06-01,30.76923076923077
