date,means
2018-01-01,82.35294117647058
2018-02-01,58.82352941176471
2018-03-01,64.70588235294117
2018-04-01,52.94117647058824
2018-05-01,35.294117647058826
2018-06-01,76.47058823529412
2018-07-01,52.94117647058824
2018-08-01,52.94117647058824
2018-09-01,17.647058823529413
2018-10-01,41.17647058823529
2018-11-01,23.52941176470588
2018-12-01,23.52941176470588
2019-01-01,76.47058823529412
2019-02-01,76.47058823529412
2019-03-01,52.94117647058824
2019-04-01,23.52941176470588
2019-05-01,64.70588235294117
2019-06-01,47.05882352941176
2019-07-01,47.05882352941176
2019-08-01,52.94117647058824
2019-09-01,100.0
2019-10-01,70.58823529411765
2019-11-01,41.17647058823529
2019-12-01,52.94117647058824
2020-01-01,88.23529411764706
2020-02-01,35.294117647058826
2020-03-01,23.52941176470588
2020-04-01,23.52941176470588
2020-05-01,5.88235294117647
2020-06-01,0.0
