date,piscine semi enterrée
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.1658291457286432
2018-03-11,0.11055276381909548
2018-03-18,0.0
2018-03-25,0.10552763819095477
2018-04-01,0.11055276381909548
2018-04-08,0.10552763819095477
2018-04-15,0.0
2018-04-22,0.22110552763819097
2018-04-29,0.11557788944723618
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.27638190954773867
2018-05-27,0.32160804020100503
2018-06-03,0.271356783919598
2018-06-10,0.0
2018-06-17,0.1658291457286432
2018-06-24,0.39195979899497485
2018-07-01,0.31155778894472363
2018-07-08,0.3417085427135678
2018-07-15,0.3065326633165829
2018-07-22,0.3768844221105528
2018-07-29,0.5879396984924623
2018-08-05,0.6130653266331658
2018-08-12,0.5778894472361809
2018-08-19,0.3165829145728643
2018-08-26,0.11557788944723618
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.11055276381909548
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.10552763819095477
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.10552763819095477
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.11055276381909548
2019-02-17,0.0
2019-02-24,0.271356783919598
2019-03-03,0.2663316582914573
2019-03-10,0.1658291457286432
2019-03-17,0.1708542713567839
2019-03-24,0.1708542713567839
2019-03-31,0.10552763819095477
2019-04-07,0.15577889447236182
2019-04-14,0.11557788944723618
2019-04-21,0.1658291457286432
2019-04-28,0.0
2019-05-05,0.4472361809045226
2019-05-12,0.5226130653266332
2019-05-19,0.09547738693467336
2019-05-26,0.4221105527638191
2019-06-02,0.12060301507537688
2019-06-09,0.2562814070351759
2019-06-16,0.6030150753768844
2019-06-23,1.0
2019-06-30,0.36180904522613067
2019-07-07,0.2663316582914573
2019-07-14,0.10050251256281408
2019-07-21,0.5326633165829145
2019-07-28,0.2864321608040201
2019-08-04,0.11557788944723618
2019-08-11,0.2964824120603015
2019-08-18,0.3015075376884422
2019-08-25,0.38190954773869346
2019-09-01,0.10050251256281408
2019-09-08,0.16080402010050251
2019-09-15,0.0
2019-09-22,0.2914572864321608
2019-09-29,0.23618090452261306
2019-10-06,0.0
2019-10-13,0.08542713567839195
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.08542713567839195
2019-11-10,0.0
2019-11-17,0.1507537688442211
2019-11-24,0.08542713567839195
2019-12-01,0.0
2019-12-08,0.09547738693467336
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.21608040201005024
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.08542713567839195
2020-02-09,0.0
2020-02-16,0.23115577889447236
2020-02-23,0.08542713567839195
2020-03-01,0.3015075376884422
2020-03-08,0.08040201005025126
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.24623115577889448
2020-04-05,0.47738693467336685
2020-04-12,0.7386934673366834
2020-04-19,0.6381909547738693
2020-04-26,0.25125628140703515
2020-05-03,0.271356783919598
2020-05-10,0.2964824120603015
2020-05-17,0.7386934673366834
2020-05-24,0.5527638190954773
2020-05-31,0.8040201005025126
2020-06-07,0.3165829145728643
2020-06-14,0.32160804020100503
2020-06-21,0.35175879396984927
