date,Cours de cuisine
2018-01-07,0.6211180124223602
2018-01-14,0.2857142857142857
2018-01-21,0.7018633540372671
2018-01-28,0.20496894409937888
2018-02-04,0.2857142857142857
2018-02-11,0.2857142857142857
2018-02-18,0.2111801242236025
2018-02-25,0.8571428571428571
2018-03-04,0.5838509316770186
2018-03-11,0.2857142857142857
2018-03-18,0.7888198757763976
2018-03-25,0.2919254658385093
2018-04-01,0.5031055900621118
2018-04-08,0.0
2018-04-15,0.5217391304347826
2018-04-22,0.4968944099378882
2018-04-29,0.515527950310559
2018-05-06,0.2981366459627329
2018-05-13,0.21739130434782608
2018-05-20,0.5093167701863354
2018-05-27,0.2111801242236025
2018-06-03,0.2857142857142857
2018-06-10,0.4782608695652174
2018-06-17,0.5093167701863354
2018-06-24,0.0
2018-07-01,0.0
2018-07-08,0.7453416149068323
2018-07-15,0.30434782608695654
2018-07-22,0.2422360248447205
2018-07-29,0.2919254658385093
2018-08-05,0.2857142857142857
2018-08-12,0.2484472049689441
2018-08-19,0.5279503105590062
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.2919254658385093
2018-09-16,0.42857142857142855
2018-09-23,0.5217391304347826
2018-09-30,0.515527950310559
2018-10-07,0.6273291925465838
2018-10-14,0.453416149068323
2018-10-21,0.4472049689440994
2018-10-28,0.2236024844720497
2018-11-04,0.32298136645962733
2018-11-11,0.2919254658385093
2018-11-18,0.5031055900621118
2018-11-25,1.0
2018-12-02,0.639751552795031
2018-12-09,0.7267080745341615
2018-12-16,0.7391304347826086
2018-12-23,0.6211180124223602
2018-12-30,0.2981366459627329
2019-01-06,0.2857142857142857
2019-01-13,0.4968944099378882
2019-01-20,0.20496894409937888
2019-01-27,0.19875776397515527
2019-02-03,0.2111801242236025
2019-02-10,0.30434782608695654
2019-02-17,0.5279503105590062
2019-02-24,0.2111801242236025
2019-03-03,0.4782608695652174
2019-03-10,0.2111801242236025
2019-03-17,0.2981366459627329
2019-03-24,0.515527950310559
2019-03-31,0.21739130434782608
2019-04-07,0.30434782608695654
2019-04-14,0.5279503105590062
2019-04-21,0.6894409937888198
2019-04-28,0.2670807453416149
2019-05-05,0.2795031055900621
2019-05-12,0.5031055900621118
2019-05-19,0.7080745341614907
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.19875776397515527
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.4906832298136646
2019-07-07,0.4409937888198758
2019-07-14,0.0
2019-07-21,0.2360248447204969
2019-07-28,0.2795031055900621
2019-08-04,0.0
2019-08-11,0.2608695652173913
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.6086956521739131
2019-09-08,0.7577639751552795
2019-09-15,0.20496894409937888
2019-09-22,0.18633540372670807
2019-09-29,0.453416149068323
2019-10-06,0.2670807453416149
2019-10-13,0.45962732919254656
2019-10-20,0.6521739130434783
2019-10-27,0.36645962732919257
2019-11-03,0.6273291925465838
2019-11-10,0.37888198757763975
2019-11-17,0.4472049689440994
2019-11-24,0.6086956521739131
2019-12-01,0.8260869565217391
2019-12-08,0.45962732919254656
2019-12-15,0.5714285714285714
2019-12-22,0.5714285714285714
2019-12-29,0.6521739130434783
2020-01-05,0.6086956521739131
2020-01-12,0.2422360248447205
2020-01-19,0.6894409937888198
2020-01-26,0.2484472049689441
2020-02-02,0.6770186335403726
2020-02-09,0.6024844720496895
2020-02-16,0.42857142857142855
2020-02-23,0.18012422360248448
2020-03-01,0.4720496894409938
2020-03-08,0.0
2020-03-15,0.15527950310559005
2020-03-22,0.14906832298136646
2020-03-29,0.20496894409937888
2020-04-05,0.20496894409937888
2020-04-12,0.15527950310559005
2020-04-19,0.36645962732919257
2020-04-26,0.19254658385093168
2020-05-03,0.14285714285714285
2020-05-10,0.36645962732919257
2020-05-17,0.0
2020-05-24,0.546583850931677
2020-05-31,0.15527950310559005
2020-06-07,0.0
2020-06-14,0.16149068322981366
2020-06-21,0.6024844720496895
