date,apprendre anglais
2018-01-07,0.6666666666666666
2018-01-14,0.5374149659863946
2018-01-21,0.4421768707482993
2018-01-28,0.0
2018-02-04,0.30612244897959184
2018-02-11,0.20408163265306123
2018-02-18,0.43537414965986393
2018-02-25,0.2108843537414966
2018-03-04,0.23129251700680273
2018-03-11,0.7482993197278912
2018-03-18,0.5510204081632653
2018-03-25,0.43537414965986393
2018-04-01,0.0
2018-04-08,0.2108843537414966
2018-04-15,0.5578231292517006
2018-04-22,0.43537414965986393
2018-04-29,0.4557823129251701
2018-05-06,0.46938775510204084
2018-05-13,0.23809523809523808
2018-05-20,0.4489795918367347
2018-05-27,0.43537414965986393
2018-06-03,0.5782312925170068
2018-06-10,0.41496598639455784
2018-06-17,0.46258503401360546
2018-06-24,0.23809523809523808
2018-07-01,0.22448979591836735
2018-07-08,0.0
2018-07-15,0.23809523809523808
2018-07-22,0.7210884353741497
2018-07-29,0.23809523809523808
2018-08-05,0.24489795918367346
2018-08-12,0.47619047619047616
2018-08-19,0.23129251700680273
2018-08-26,0.22448979591836735
2018-09-02,0.6802721088435374
2018-09-09,0.8027210884353742
2018-09-16,0.673469387755102
2018-09-23,0.673469387755102
2018-09-30,0.21768707482993196
2018-10-07,0.7006802721088435
2018-10-14,0.22448979591836735
2018-10-21,0.46258503401360546
2018-10-28,0.0
2018-11-04,1.0
2018-11-11,0.5578231292517006
2018-11-18,0.5510204081632653
2018-11-25,0.2789115646258503
2018-12-02,0.43537414965986393
2018-12-09,0.21768707482993196
2018-12-16,0.43537414965986393
2018-12-23,0.0
2018-12-30,0.7006802721088435
2019-01-06,0.4421768707482993
2019-01-13,0.4421768707482993
2019-01-20,0.22448979591836735
2019-01-27,0.20408163265306123
2019-02-03,0.43537414965986393
2019-02-10,0.46258503401360546
2019-02-17,0.22448979591836735
2019-02-24,0.4421768707482993
2019-03-03,0.5306122448979592
2019-03-10,0.6598639455782312
2019-03-17,0.21768707482993196
2019-03-24,0.21768707482993196
2019-03-31,0.21768707482993196
2019-04-07,0.6802721088435374
2019-04-14,0.5850340136054422
2019-04-21,0.2108843537414966
2019-04-28,0.30612244897959184
2019-05-05,0.20408163265306123
2019-05-12,0.5578231292517006
2019-05-19,0.2108843537414966
2019-05-26,0.20408163265306123
2019-06-02,0.19727891156462585
2019-06-09,0.40816326530612246
2019-06-16,0.43537414965986393
2019-06-23,0.42857142857142855
2019-06-30,0.0
2019-07-07,0.6598639455782312
2019-07-14,0.22448979591836735
2019-07-21,0.23129251700680273
2019-07-28,0.0
2019-08-04,0.4557823129251701
2019-08-11,0.43537414965986393
2019-08-18,0.35374149659863946
2019-08-25,0.21768707482993196
2019-09-01,0.4217687074829932
2019-09-08,0.5238095238095238
2019-09-15,0.4897959183673469
2019-09-22,0.6802721088435374
2019-09-29,0.6122448979591837
2019-10-06,0.5034013605442177
2019-10-13,0.5034013605442177
2019-10-20,0.2925170068027211
2019-10-27,0.5782312925170068
2019-11-03,0.6394557823129252
2019-11-10,0.0
2019-11-17,0.5170068027210885
2019-11-24,0.17687074829931973
2019-12-01,0.6598639455782312
2019-12-08,0.1836734693877551
2019-12-15,0.0
2019-12-22,0.20408163265306123
2019-12-29,0.40816326530612246
2020-01-05,0.36054421768707484
2020-01-12,0.3673469387755102
2020-01-19,0.5782312925170068
2020-01-26,0.3741496598639456
2020-02-02,0.3741496598639456
2020-02-09,0.42857142857142855
2020-02-16,0.1836734693877551
2020-02-23,0.38095238095238093
2020-03-01,0.17006802721088435
2020-03-08,0.17006802721088435
2020-03-15,0.40816326530612246
2020-03-22,0.46258503401360546
2020-03-29,0.5374149659863946
2020-04-05,0.14965986394557823
2020-04-12,0.2585034013605442
2020-04-19,0.4965986394557823
2020-04-26,0.3401360544217687
2020-05-03,0.4421768707482993
2020-05-10,0.17006802721088435
2020-05-17,0.1836734693877551
2020-05-24,0.5170068027210885
2020-05-31,0.17006802721088435
2020-06-07,0.38095238095238093
2020-06-14,0.0
2020-06-21,
