date,piscine couverte
2018-01-07,0.2077922077922078
2018-01-14,0.35714285714285715
2018-01-21,0.35714285714285715
2018-01-28,0.5909090909090909
2018-02-04,0.35714285714285715
2018-02-11,0.43506493506493504
2018-02-18,0.525974025974026
2018-02-25,0.23376623376623376
2018-03-04,0.577922077922078
2018-03-11,0.525974025974026
2018-03-18,0.37012987012987014
2018-03-25,0.6753246753246753
2018-04-01,0.5974025974025974
2018-04-08,0.7337662337662337
2018-04-15,0.7402597402597403
2018-04-22,0.7987012987012987
2018-04-29,0.5714285714285714
2018-05-06,0.7987012987012987
2018-05-13,0.5194805194805194
2018-05-20,0.37662337662337664
2018-05-27,0.5194805194805194
2018-06-03,0.2077922077922078
2018-06-10,0.2987012987012987
2018-06-17,0.461038961038961
2018-06-24,0.5844155844155844
2018-07-01,0.5194805194805194
2018-07-08,0.36363636363636365
2018-07-15,0.6753246753246753
2018-07-22,0.33116883116883117
2018-07-29,0.19480519480519481
2018-08-05,0.7077922077922078
2018-08-12,0.18831168831168832
2018-08-19,0.7272727272727273
2018-08-26,0.45454545454545453
2018-09-02,0.37012987012987014
2018-09-09,0.21428571428571427
2018-09-16,0.8636363636363636
2018-09-23,0.6948051948051948
2018-09-30,0.8116883116883117
2018-10-07,0.5909090909090909
2018-10-14,0.6493506493506493
2018-10-21,0.4805194805194805
2018-10-28,0.7012987012987013
2018-11-04,0.0
2018-11-11,0.16233766233766234
2018-11-18,0.37012987012987014
2018-11-25,0.525974025974026
2018-12-02,0.0
2018-12-09,0.15584415584415584
2018-12-16,0.38961038961038963
2018-12-23,0.577922077922078
2018-12-30,0.577922077922078
2019-01-06,0.37662337662337664
2019-01-13,0.6818181818181818
2019-01-20,0.36363636363636365
2019-01-27,0.35714285714285715
2019-02-03,0.21428571428571427
2019-02-10,0.525974025974026
2019-02-17,0.3181818181818182
2019-02-24,0.22727272727272727
2019-03-03,0.6298701298701299
2019-03-10,0.38311688311688313
2019-03-17,0.22727272727272727
2019-03-24,0.461038961038961
2019-03-31,0.9415584415584416
2019-04-07,0.7987012987012987
2019-04-14,0.5194805194805194
2019-04-21,1.0
2019-04-28,0.7142857142857143
2019-05-05,0.5714285714285714
2019-05-12,0.9285714285714286
2019-05-19,0.42857142857142855
2019-05-26,0.36363636363636365
2019-06-02,0.44155844155844154
2019-06-09,0.35064935064935066
2019-06-16,0.35714285714285715
2019-06-23,0.5064935064935064
2019-06-30,0.6363636363636364
2019-07-07,0.34415584415584416
2019-07-14,0.0
2019-07-21,0.4090909090909091
2019-07-28,0.42207792207792205
2019-08-04,0.5844155844155844
2019-08-11,0.14285714285714285
2019-08-18,0.538961038961039
2019-08-25,0.3961038961038961
2019-09-01,0.5324675324675324
2019-09-08,0.7012987012987013
2019-09-15,0.33766233766233766
2019-09-22,0.33766233766233766
2019-09-29,0.4675324675324675
2019-10-06,0.5194805194805194
2019-10-13,0.6038961038961039
2019-10-20,0.5714285714285714
2019-10-27,0.3246753246753247
2019-11-03,0.5194805194805194
2019-11-10,0.38311688311688313
2019-11-17,0.3116883116883117
2019-11-24,0.3051948051948052
2019-12-01,0.17532467532467533
2019-12-08,0.37012987012987014
2019-12-15,0.11688311688311688
2019-12-22,0.487012987012987
2019-12-29,0.33766233766233766
2020-01-05,0.36363636363636365
2020-01-12,0.38961038961038963
2020-01-19,0.7077922077922078
2020-01-26,0.36363636363636365
2020-02-02,0.7077922077922078
2020-02-09,0.5909090909090909
2020-02-16,0.37012987012987014
2020-02-23,0.42857142857142855
2020-03-01,0.2792207792207792
2020-03-08,0.11038961038961038
2020-03-15,0.15584415584415584
2020-03-22,0.2532467532467532
2020-03-29,0.2597402597402597
2020-04-05,0.0
2020-04-12,0.1038961038961039
2020-04-19,0.24675324675324675
2020-04-26,0.24025974025974026
2020-05-03,0.14935064935064934
2020-05-10,0.551948051948052
2020-05-17,0.36363636363636365
2020-05-24,0.22077922077922077
2020-05-31,0.3116883116883117
2020-06-07,0.3116883116883117
2020-06-14,0.44155844155844154
2020-06-21,0.0
