date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Cronotermostato e termostato,Finestre blindate,Impianto di allarme,Installazione impianto di domotica,Installazione impianto wifi,Installazione o sostituzione doppi vetri,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Installazione o sostituzione vetro antisfondamento,Motorizzazione tapparelle,Rifacimento facciata,Riparazione o manutenzione tetto
2018-01-01,0.0,2.631578947368421,30.263157894736842,2.631578947368421,0.0,1.3157894736842104,2.631578947368421,0.0,0.0,0.0,18.421052631578945,3.9473684210526314,0.0,10.526315789473683,1.3157894736842104,1.3157894736842104,0.0,1.3157894736842104,1.3157894736842104,2.631578947368421
2018-02-01,0.0,1.3157894736842104,36.84210526315789,1.3157894736842104,0.0,0.0,11.842105263157894,0.0,0.0,0.0,23.684210526315788,2.631578947368421,0.0,2.631578947368421,2.631578947368421,1.3157894736842104,0.0,1.3157894736842104,1.3157894736842104,0.0
2018-03-01,0.0,3.9473684210526314,30.263157894736842,7.894736842105263,0.0,0.0,21.052631578947366,0.0,0.0,0.0,10.526315789473683,0.0,0.0,2.631578947368421,5.263157894736842,2.631578947368421,0.0,1.3157894736842104,1.3157894736842104,0.0
2018-04-01,0.0,3.9473684210526314,15.789473684210526,2.631578947368421,0.0,0.0,2.631578947368421,0.0,0.0,0.0,11.842105263157894,2.631578947368421,0.0,5.263157894736842,6.578947368421052,2.631578947368421,0.0,1.3157894736842104,0.0,2.631578947368421
2018-05-01,0.0,3.9473684210526314,19.736842105263158,7.894736842105263,0.0,0.0,6.578947368421052,0.0,0.0,0.0,10.526315789473683,2.631578947368421,0.0,6.578947368421052,3.9473684210526314,2.631578947368421,0.0,7.894736842105263,1.3157894736842104,2.631578947368421
2018-06-01,2.631578947368421,0.0,23.684210526315788,6.578947368421052,0.0,1.3157894736842104,3.9473684210526314,0.0,0.0,0.0,5.263157894736842,5.263157894736842,0.0,1.3157894736842104,1.3157894736842104,0.0,0.0,1.3157894736842104,6.578947368421052,3.9473684210526314
2018-07-01,1.3157894736842104,3.9473684210526314,26.31578947368421,3.9473684210526314,0.0,0.0,10.526315789473683,0.0,0.0,0.0,14.473684210526317,5.263157894736842,0.0,5.263157894736842,9.210526315789473,2.631578947368421,1.3157894736842104,1.3157894736842104,0.0,2.631578947368421
2018-08-01,7.894736842105263,2.631578947368421,19.736842105263158,3.9473684210526314,0.0,0.0,13.157894736842104,0.0,1.3157894736842104,3.9473684210526314,17.105263157894736,6.578947368421052,0.0,2.631578947368421,5.263157894736842,1.3157894736842104,0.0,0.0,3.9473684210526314,5.263157894736842
2018-09-01,1.3157894736842104,5.263157894736842,28.947368421052634,1.3157894736842104,0.0,3.9473684210526314,3.9473684210526314,0.0,1.3157894736842104,1.3157894736842104,28.947368421052634,6.578947368421052,0.0,3.9473684210526314,5.263157894736842,0.0,0.0,0.0,2.631578947368421,9.210526315789473
2018-10-01,5.263157894736842,5.263157894736842,22.36842105263158,5.263157894736842,0.0,0.0,10.526315789473683,0.0,0.0,0.0,14.473684210526317,9.210526315789473,0.0,0.0,3.9473684210526314,1.3157894736842104,1.3157894736842104,1.3157894736842104,1.3157894736842104,7.894736842105263
2018-11-01,0.0,6.578947368421052,27.631578947368425,7.894736842105263,1.3157894736842104,0.0,3.9473684210526314,0.0,0.0,0.0,23.684210526315788,3.9473684210526314,0.0,0.0,5.263157894736842,1.3157894736842104,0.0,0.0,0.0,6.578947368421052
2018-12-01,2.631578947368421,5.263157894736842,19.736842105263158,6.578947368421052,0.0,0.0,11.842105263157894,0.0,0.0,0.0,10.526315789473683,3.9473684210526314,0.0,2.631578947368421,2.631578947368421,0.0,0.0,2.631578947368421,0.0,0.0
2019-01-01,1.3157894736842104,1.3157894736842104,30.263157894736842,6.578947368421052,0.0,0.0,25.0,0.0,1.3157894736842104,0.0,44.73684210526316,7.894736842105263,0.0,13.157894736842104,1.3157894736842104,3.9473684210526314,1.3157894736842104,0.0,3.9473684210526314,2.631578947368421
2019-02-01,2.631578947368421,1.3157894736842104,26.31578947368421,10.526315789473683,0.0,0.0,6.578947368421052,0.0,0.0,1.3157894736842104,23.684210526315788,3.9473684210526314,0.0,2.631578947368421,6.578947368421052,0.0,1.3157894736842104,2.631578947368421,6.578947368421052,3.9473684210526314
2019-03-01,1.3157894736842104,3.9473684210526314,30.263157894736842,10.526315789473683,0.0,0.0,14.473684210526317,0.0,0.0,1.3157894736842104,28.947368421052634,14.473684210526317,0.0,7.894736842105263,2.631578947368421,6.578947368421052,0.0,1.3157894736842104,6.578947368421052,1.3157894736842104
2019-04-01,1.3157894736842104,2.631578947368421,27.631578947368425,7.894736842105263,0.0,0.0,14.473684210526317,0.0,0.0,1.3157894736842104,14.473684210526317,5.263157894736842,0.0,11.842105263157894,5.263157894736842,1.3157894736842104,0.0,0.0,2.631578947368421,7.894736842105263
2019-05-01,0.0,14.473684210526317,35.526315789473685,3.9473684210526314,0.0,0.0,7.894736842105263,0.0,0.0,1.3157894736842104,35.526315789473685,6.578947368421052,5.263157894736842,2.631578947368421,7.894736842105263,7.894736842105263,0.0,5.263157894736842,3.9473684210526314,6.578947368421052
2019-06-01,3.9473684210526314,6.578947368421052,27.631578947368425,11.842105263157894,0.0,0.0,17.105263157894736,1.3157894736842104,0.0,3.9473684210526314,22.36842105263158,1.3157894736842104,2.631578947368421,3.9473684210526314,2.631578947368421,6.578947368421052,0.0,0.0,1.3157894736842104,1.3157894736842104
2019-07-01,7.894736842105263,3.9473684210526314,18.421052631578945,2.631578947368421,0.0,0.0,14.473684210526317,0.0,1.3157894736842104,0.0,22.36842105263158,2.631578947368421,7.894736842105263,10.526315789473683,7.894736842105263,17.105263157894736,0.0,0.0,3.9473684210526314,3.9473684210526314
2019-08-01,5.263157894736842,9.210526315789473,21.052631578947366,6.578947368421052,0.0,0.0,10.526315789473683,1.3157894736842104,0.0,1.3157894736842104,7.894736842105263,7.894736842105263,5.263157894736842,14.473684210526317,5.263157894736842,10.526315789473683,1.3157894736842104,2.631578947368421,3.9473684210526314,3.9473684210526314
2019-09-01,7.894736842105263,6.578947368421052,38.15789473684211,17.105263157894736,0.0,0.0,21.052631578947366,5.263157894736842,0.0,1.3157894736842104,22.36842105263158,7.894736842105263,3.9473684210526314,11.842105263157894,10.526315789473683,14.473684210526317,0.0,3.9473684210526314,10.526315789473683,10.526315789473683
2019-10-01,14.473684210526317,11.842105263157894,47.368421052631575,9.210526315789473,1.3157894736842104,1.3157894736842104,5.263157894736842,0.0,1.3157894736842104,3.9473684210526314,34.21052631578947,1.3157894736842104,2.631578947368421,14.473684210526317,10.526315789473683,11.842105263157894,0.0,2.631578947368421,1.3157894736842104,5.263157894736842
2019-11-01,15.789473684210526,10.526315789473683,30.263157894736842,3.9473684210526314,1.3157894736842104,0.0,10.526315789473683,0.0,0.0,0.0,25.0,2.631578947368421,2.631578947368421,23.684210526315788,9.210526315789473,9.210526315789473,0.0,0.0,2.631578947368421,10.526315789473683
2019-12-01,6.578947368421052,3.9473684210526314,13.157894736842104,3.9473684210526314,1.3157894736842104,0.0,5.263157894736842,0.0,0.0,0.0,11.842105263157894,10.526315789473683,3.9473684210526314,7.894736842105263,3.9473684210526314,3.9473684210526314,1.3157894736842104,1.3157894736842104,0.0,2.631578947368421
2020-01-01,7.894736842105263,2.631578947368421,22.36842105263158,9.210526315789473,1.3157894736842104,2.631578947368421,19.736842105263158,0.0,0.0,0.0,39.473684210526315,15.789473684210526,2.631578947368421,14.473684210526317,7.894736842105263,6.578947368421052,0.0,0.0,7.894736842105263,2.631578947368421
2020-02-01,3.9473684210526314,5.263157894736842,22.36842105263158,3.9473684210526314,0.0,0.0,6.578947368421052,2.631578947368421,0.0,0.0,40.78947368421053,5.263157894736842,2.631578947368421,19.736842105263158,6.578947368421052,9.210526315789473,1.3157894736842104,2.631578947368421,2.631578947368421,3.9473684210526314
2020-03-01,3.9473684210526314,2.631578947368421,6.578947368421052,1.3157894736842104,0.0,6.578947368421052,2.631578947368421,0.0,0.0,1.3157894736842104,13.157894736842104,7.894736842105263,2.631578947368421,6.578947368421052,2.631578947368421,3.9473684210526314,1.3157894736842104,0.0,0.0,1.3157894736842104
2020-04-01,1.3157894736842104,3.9473684210526314,5.263157894736842,0.0,0.0,0.0,0.0,1.3157894736842104,0.0,1.3157894736842104,17.105263157894736,5.263157894736842,2.631578947368421,7.894736842105263,0.0,6.578947368421052,0.0,0.0,2.631578947368421,2.631578947368421
2020-05-01,2.631578947368421,5.263157894736842,31.57894736842105,5.263157894736842,0.0,0.0,0.0,6.578947368421052,0.0,3.9473684210526314,44.73684210526316,3.9473684210526314,5.263157894736842,100.0,3.9473684210526314,5.263157894736842,0.0,0.0,10.526315789473683,7.894736842105263
2020-06-01,1.3157894736842104,1.3157894736842104,28.947368421052634,9.210526315789473,0.0,0.0,9.210526315789473,0.0,0.0,1.3157894736842104,35.526315789473685,5.263157894736842,3.9473684210526314,22.36842105263158,9.210526315789473,3.9473684210526314,3.9473684210526314,1.3157894736842104,5.263157894736842,7.894736842105263
2020-07-01,1.3157894736842104,3.9473684210526314,13.157894736842104,0.0,0.0,0.0,5.263157894736842,0.0,0.0,0.0,2.631578947368421,2.631578947368421,0.0,9.210526315789473,1.3157894736842104,5.263157894736842,0.0,2.631578947368421,6.578947368421052,2.631578947368421
