date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Cronotermostato e termostato,Finestre blindate,Impianto di allarme,Installazione impianto di domotica,Installazione impianto wifi,Installazione o sostituzione doppi vetri,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Installazione o sostituzione vetro antisfondamento,Motorizzazione tapparelle,Rifacimento facciata,Riparazione o manutenzione tetto
2018-01-01,3.125,9.375,50.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,12.5,9.375,0.0,6.25,12.5,3.125,0.0,0.0,0.0,0.0
2018-02-01,0.0,6.25,37.5,3.125,0.0,0.0,12.5,0.0,0.0,0.0,18.75,9.375,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0
2018-03-01,0.0,3.125,59.375,3.125,0.0,0.0,12.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,9.375,3.125,0.0,6.25,0.0,0.0
2018-04-01,3.125,3.125,31.25,0.0,0.0,0.0,9.375,0.0,0.0,0.0,6.25,3.125,0.0,3.125,6.25,0.0,0.0,3.125,0.0,0.0
2018-05-01,3.125,6.25,65.625,0.0,0.0,0.0,6.25,0.0,0.0,0.0,34.375,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,3.125
2018-06-01,0.0,0.0,59.375,3.125,0.0,0.0,9.375,0.0,0.0,3.125,15.625,0.0,0.0,6.25,25.0,0.0,0.0,6.25,0.0,0.0
2018-07-01,0.0,6.25,37.5,9.375,3.125,0.0,12.5,0.0,0.0,0.0,21.875,0.0,0.0,6.25,6.25,0.0,0.0,3.125,0.0,0.0
2018-08-01,0.0,3.125,28.125,0.0,0.0,0.0,21.875,0.0,0.0,0.0,34.375,0.0,0.0,0.0,3.125,0.0,0.0,6.25,0.0,3.125
2018-09-01,0.0,3.125,40.625,3.125,3.125,0.0,15.625,0.0,0.0,0.0,43.75,0.0,0.0,12.5,9.375,0.0,0.0,0.0,3.125,3.125
2018-10-01,0.0,12.5,46.875,0.0,6.25,0.0,12.5,0.0,0.0,3.125,25.0,6.25,0.0,6.25,15.625,3.125,0.0,3.125,0.0,9.375
2018-11-01,0.0,3.125,59.375,0.0,0.0,0.0,9.375,0.0,3.125,0.0,25.0,0.0,0.0,0.0,15.625,0.0,0.0,0.0,6.25,3.125
2018-12-01,0.0,3.125,28.125,0.0,0.0,0.0,6.25,0.0,3.125,0.0,21.875,0.0,0.0,3.125,0.0,3.125,0.0,3.125,0.0,0.0
2019-01-01,0.0,6.25,65.625,3.125,0.0,3.125,25.0,0.0,0.0,3.125,34.375,0.0,0.0,6.25,15.625,3.125,0.0,3.125,0.0,6.25
2019-02-01,0.0,6.25,62.5,0.0,0.0,0.0,15.625,0.0,0.0,0.0,43.75,0.0,0.0,3.125,6.25,0.0,0.0,0.0,0.0,3.125
2019-03-01,0.0,6.25,59.375,0.0,0.0,0.0,28.125,0.0,0.0,0.0,34.375,3.125,0.0,3.125,6.25,3.125,6.25,3.125,0.0,3.125
2019-04-01,0.0,3.125,71.875,12.5,0.0,0.0,18.75,0.0,0.0,0.0,25.0,15.625,0.0,6.25,6.25,3.125,0.0,0.0,0.0,9.375
2019-05-01,0.0,6.25,90.625,3.125,0.0,0.0,6.25,0.0,0.0,0.0,46.875,0.0,3.125,6.25,3.125,6.25,0.0,3.125,3.125,3.125
2019-06-01,0.0,9.375,43.75,0.0,0.0,0.0,6.25,3.125,0.0,0.0,15.625,3.125,0.0,3.125,3.125,6.25,0.0,6.25,3.125,0.0
2019-07-01,0.0,12.5,46.875,3.125,6.25,0.0,6.25,0.0,0.0,3.125,25.0,3.125,9.375,9.375,3.125,9.375,0.0,0.0,3.125,3.125
2019-08-01,0.0,6.25,21.875,9.375,0.0,3.125,12.5,0.0,0.0,3.125,12.5,3.125,3.125,3.125,3.125,9.375,0.0,0.0,3.125,6.25
2019-09-01,0.0,9.375,84.375,6.25,0.0,0.0,15.625,0.0,0.0,3.125,37.5,6.25,3.125,6.25,6.25,28.125,0.0,6.25,0.0,6.25
2019-10-01,0.0,12.5,59.375,21.875,0.0,0.0,9.375,0.0,0.0,0.0,40.625,6.25,0.0,3.125,18.75,9.375,0.0,12.5,0.0,3.125
2019-11-01,3.125,0.0,43.75,3.125,3.125,0.0,28.125,0.0,0.0,0.0,12.5,0.0,15.625,9.375,6.25,0.0,0.0,0.0,0.0,31.25
2019-12-01,0.0,6.25,34.375,6.25,6.25,0.0,9.375,0.0,0.0,0.0,18.75,0.0,3.125,0.0,9.375,0.0,3.125,6.25,0.0,3.125
2020-01-01,0.0,6.25,21.875,6.25,0.0,0.0,6.25,3.125,0.0,0.0,46.875,9.375,3.125,3.125,9.375,6.25,3.125,0.0,0.0,0.0
2020-02-01,3.125,6.25,34.375,6.25,0.0,0.0,6.25,3.125,0.0,0.0,37.5,6.25,3.125,6.25,6.25,9.375,3.125,0.0,6.25,0.0
2020-03-01,0.0,3.125,25.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,9.375,3.125,3.125,0.0,9.375,12.5,0.0,0.0,0.0,9.375
2020-04-01,0.0,0.0,15.625,0.0,0.0,0.0,9.375,0.0,0.0,9.375,15.625,0.0,0.0,3.125,3.125,0.0,0.0,0.0,3.125,3.125
2020-05-01,3.125,3.125,68.75,15.625,3.125,6.25,0.0,6.25,0.0,0.0,59.375,0.0,3.125,100.0,12.5,6.25,0.0,3.125,3.125,15.625
2020-06-01,3.125,0.0,46.875,9.375,0.0,0.0,0.0,0.0,0.0,0.0,46.875,0.0,0.0,6.25,6.25,6.25,0.0,3.125,0.0,6.25
2020-07-01,0.0,0.0,21.875,6.25,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,6.25,0.0,3.125,0.0,3.125,0.0,0.0
