date,store banne
2018-01-07,0.17058823529411765
2018-01-14,0.17058823529411765
2018-01-21,0.08823529411764706
2018-01-28,0.4
2018-02-04,0.17058823529411765
2018-02-11,0.08823529411764706
2018-02-18,0.17647058823529413
2018-02-25,0.29411764705882354
2018-03-04,0.28823529411764703
2018-03-11,0.25882352941176473
2018-03-18,0.3176470588235294
2018-03-25,0.49411764705882355
2018-04-01,0.45294117647058824
2018-04-08,0.6235294117647059
2018-04-15,1.0
2018-04-22,0.5294117647058824
2018-04-29,0.4764705882352941
2018-05-06,0.7235294117647059
2018-05-13,0.48823529411764705
2018-05-20,0.49411764705882355
2018-05-27,0.5235294117647059
2018-06-03,0.5058823529411764
2018-06-10,0.3235294117647059
2018-06-17,0.49411764705882355
2018-06-24,0.45294117647058824
2018-07-01,0.4411764705882353
2018-07-08,0.4588235294117647
2018-07-15,0.5529411764705883
2018-07-22,0.4470588235294118
2018-07-29,0.5352941176470588
2018-08-05,0.4588235294117647
2018-08-12,0.3
2018-08-19,0.19411764705882353
2018-08-26,0.2235294117647059
2018-09-02,0.2823529411764706
2018-09-09,0.2647058823529412
2018-09-16,0.18235294117647058
2018-09-23,0.11764705882352941
2018-09-30,0.1
2018-10-07,0.2823529411764706
2018-10-14,0.0
2018-10-21,0.2235294117647059
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.08823529411764706
2018-11-25,0.17058823529411765
2018-12-02,0.09411764705882353
2018-12-09,0.27058823529411763
2018-12-16,0.09411764705882353
2018-12-23,0.09411764705882353
2018-12-30,0.18235294117647058
2019-01-06,0.0
2019-01-13,0.09411764705882353
2019-01-20,0.25882352941176473
2019-01-27,0.17058823529411765
2019-02-03,0.0
2019-02-10,0.2647058823529412
2019-02-17,0.3764705882352941
2019-02-24,0.38823529411764707
2019-03-03,0.17058823529411765
2019-03-10,0.35294117647058826
2019-03-17,0.5176470588235295
2019-03-24,0.5823529411764706
2019-03-31,0.5882352941176471
2019-04-07,0.4411764705882353
2019-04-14,0.4176470588235294
2019-04-21,0.5470588235294118
2019-04-28,0.4
2019-05-05,0.4294117647058823
2019-05-12,0.18235294117647058
2019-05-19,0.4235294117647059
2019-05-26,0.38235294117647056
2019-06-02,0.6
2019-06-09,0.4235294117647059
2019-06-16,0.711764705882353
2019-06-23,0.8117647058823529
2019-06-30,0.4294117647058823
2019-07-07,0.47058823529411764
2019-07-14,0.48823529411764705
2019-07-21,0.5235294117647059
2019-07-28,0.32941176470588235
2019-08-04,0.45294117647058824
2019-08-11,0.24705882352941178
2019-08-18,0.2647058823529412
2019-08-25,0.4411764705882353
2019-09-01,0.17058823529411765
2019-09-08,0.17058823529411765
2019-09-15,0.3176470588235294
2019-09-22,0.20588235294117646
2019-09-29,0.08235294117647059
2019-10-06,0.24705882352941178
2019-10-13,0.1588235294117647
2019-10-20,0.17058823529411765
2019-10-27,0.1588235294117647
2019-11-03,0.23529411764705882
2019-11-10,0.0
2019-11-17,0.08235294117647059
2019-11-24,0.15294117647058825
2019-12-01,0.1588235294117647
2019-12-08,0.07647058823529412
2019-12-15,0.1588235294117647
2019-12-22,0.07647058823529412
2019-12-29,0.16470588235294117
2020-01-05,0.0
2020-01-12,0.18823529411764706
2020-01-19,0.1588235294117647
2020-01-26,0.2647058823529412
2020-02-02,0.0
2020-02-09,0.14705882352941177
2020-02-16,0.37058823529411766
2020-02-23,0.14705882352941177
2020-03-01,0.3
2020-03-08,0.21764705882352942
2020-03-15,0.2647058823529412
2020-03-22,0.22941176470588234
2020-03-29,0.3764705882352941
2020-04-05,0.7705882352941177
2020-04-12,0.7588235294117647
2020-04-19,0.6823529411764706
2020-04-26,0.5470588235294118
2020-05-03,0.5176470588235295
2020-05-10,0.49411764705882355
2020-05-17,0.9705882352941176
2020-05-24,0.9705882352941176
2020-05-31,0.7647058823529411
2020-06-07,0.7588235294117647
2020-06-14,0.38235294117647056
2020-06-21,0.7176470588235294
