date,insert cheminée
2018-01-07,0.3108108108108108
2018-01-14,0.8040540540540541
2018-01-21,0.41216216216216217
2018-01-28,0.6824324324324325
2018-02-04,0.5067567567567568
2018-02-11,0.49324324324324326
2018-02-18,0.7094594594594594
2018-02-25,0.40540540540540543
2018-03-04,0.5608108108108109
2018-03-11,0.1554054054054054
2018-03-18,0.3108108108108108
2018-03-25,0.6418918918918919
2018-04-01,0.21621621621621623
2018-04-08,0.16891891891891891
2018-04-15,0.3581081081081081
2018-04-22,0.16216216216216217
2018-04-29,0.16216216216216217
2018-05-06,0.0
2018-05-13,0.16216216216216217
2018-05-20,0.3310810810810811
2018-05-27,0.43243243243243246
2018-06-03,0.5945945945945946
2018-06-10,0.1554054054054054
2018-06-17,0.16891891891891891
2018-06-24,0.2905405405405405
2018-07-01,0.16216216216216217
2018-07-08,0.16216216216216217
2018-07-15,0.17567567567567569
2018-07-22,0.17567567567567569
2018-07-29,0.2635135135135135
2018-08-05,0.2905405405405405
2018-08-12,0.36486486486486486
2018-08-19,0.7297297297297297
2018-08-26,0.6216216216216216
2018-09-02,0.3310810810810811
2018-09-09,0.4527027027027027
2018-09-16,0.44594594594594594
2018-09-23,0.4527027027027027
2018-09-30,0.7702702702702703
2018-10-07,0.38513513513513514
2018-10-14,0.6756756756756757
2018-10-21,0.7297297297297297
2018-10-28,0.7635135135135135
2018-11-04,0.32432432432432434
2018-11-11,0.6554054054054054
2018-11-18,0.39864864864864863
2018-11-25,0.39864864864864863
2018-12-02,0.5337837837837838
2018-12-09,0.5945945945945946
2018-12-16,0.49324324324324326
2018-12-23,1.0
2018-12-30,0.6148648648648649
2019-01-06,0.6756756756756757
2019-01-13,0.9864864864864865
2019-01-20,0.6486486486486487
2019-01-27,0.4527027027027027
2019-02-03,0.6148648648648649
2019-02-10,0.4189189189189189
2019-02-17,0.2702702702702703
2019-02-24,0.4189189189189189
2019-03-03,0.14864864864864866
2019-03-10,0.1554054054054054
2019-03-17,0.16216216216216217
2019-03-24,0.1554054054054054
2019-03-31,0.14864864864864866
2019-04-07,0.14864864864864866
2019-04-14,0.28378378378378377
2019-04-21,0.42567567567567566
2019-04-28,0.14864864864864866
2019-05-05,0.36486486486486486
2019-05-12,0.3716216216216216
2019-05-19,0.14864864864864866
2019-05-26,0.0
2019-06-02,0.14864864864864866
2019-06-09,0.5337837837837838
2019-06-16,0.30405405405405406
2019-06-23,0.1554054054054054
2019-06-30,0.4527027027027027
2019-07-07,0.14864864864864866
2019-07-14,0.42567567567567566
2019-07-21,0.20945945945945946
2019-07-28,0.5135135135135135
2019-08-04,0.5135135135135135
2019-08-11,0.6081081081081081
2019-08-18,0.6756756756756757
2019-08-25,0.31756756756756754
2019-09-01,0.6554054054054054
2019-09-08,0.7027027027027027
2019-09-15,0.6486486486486487
2019-09-22,0.5540540540540541
2019-09-29,0.5878378378378378
2019-10-06,0.3918918918918919
2019-10-13,0.2905405405405405
2019-10-20,0.9932432432432432
2019-10-27,0.6891891891891891
2019-11-03,0.7905405405405406
2019-11-10,0.6891891891891891
2019-11-17,0.36486486486486486
2019-11-24,0.7635135135135135
2019-12-01,0.6351351351351351
2019-12-08,0.4594594594594595
2019-12-15,0.6486486486486487
2019-12-22,0.19594594594594594
2019-12-29,0.5945945945945946
2020-01-05,0.9459459459459459
2020-01-12,0.17567567567567569
2020-01-19,0.40540540540540543
2020-01-26,0.4797297297297297
2020-02-02,0.4189189189189189
2020-02-09,0.527027027027027
2020-02-16,0.5945945945945946
2020-02-23,0.5067567567567568
2020-03-01,0.47297297297297297
2020-03-08,0.46621621621621623
2020-03-15,0.3581081081081081
2020-03-22,0.2972972972972973
2020-03-29,0.23648648648648649
2020-04-05,0.12162162162162163
2020-04-12,0.12162162162162163
2020-04-19,0.18243243243243243
2020-04-26,0.5135135135135135
2020-05-03,0.0
2020-05-10,0.27702702702702703
2020-05-17,0.39864864864864863
