date,Automazione cancelli,Cronotermostato e termostato,Installazione impianto di domotica,Installazione impianto wifi,Motorizzazione tapparelle
2018-01-01,4.545454545454546,0.0,0.0,0.0,4.545454545454546
2018-02-01,4.545454545454546,0.0,0.0,0.0,27.27272727272727
2018-03-01,4.545454545454546,0.0,0.0,0.0,31.818181818181817
2018-04-01,13.636363636363635,4.545454545454546,0.0,0.0,9.090909090909092
2018-05-01,13.636363636363635,0.0,0.0,0.0,18.181818181818183
2018-06-01,9.090909090909092,9.090909090909092,0.0,4.545454545454546,0.0
2018-07-01,18.181818181818183,0.0,0.0,0.0,13.636363636363635
2018-08-01,18.181818181818183,0.0,0.0,4.545454545454546,9.090909090909092
2018-09-01,31.818181818181817,0.0,0.0,9.090909090909092,18.181818181818183
2018-10-01,13.636363636363635,22.727272727272727,0.0,0.0,18.181818181818183
2018-11-01,22.727272727272727,50.0,0.0,0.0,9.090909090909092
2018-12-01,9.090909090909092,9.090909090909092,0.0,0.0,9.090909090909092
2019-01-01,18.181818181818183,9.090909090909092,0.0,0.0,22.727272727272727
2019-02-01,31.818181818181817,31.818181818181817,0.0,0.0,13.636363636363635
2019-03-01,9.090909090909092,0.0,0.0,0.0,13.636363636363635
2019-04-01,27.27272727272727,0.0,0.0,0.0,4.545454545454546
2019-05-01,68.18181818181817,4.545454545454546,13.636363636363635,0.0,31.818181818181817
2019-06-01,27.27272727272727,4.545454545454546,36.36363636363637,4.545454545454546,9.090909090909092
2019-07-01,45.45454545454545,18.181818181818183,13.636363636363635,0.0,4.545454545454546
2019-08-01,40.909090909090914,0.0,4.545454545454546,0.0,18.181818181818183
2019-09-01,100.0,4.545454545454546,9.090909090909092,0.0,13.636363636363635
2019-10-01,59.09090909090909,31.818181818181817,0.0,0.0,22.727272727272727
2019-11-01,81.81818181818183,40.909090909090914,4.545454545454546,0.0,4.545454545454546
2019-12-01,4.545454545454546,31.818181818181817,13.636363636363635,0.0,18.181818181818183
2020-01-01,86.36363636363636,9.090909090909092,22.727272727272727,4.545454545454546,13.636363636363635
2020-02-01,86.36363636363636,22.727272727272727,18.181818181818183,0.0,18.181818181818183
2020-03-01,18.181818181818183,4.545454545454546,4.545454545454546,4.545454545454546,13.636363636363635
2020-04-01,36.36363636363637,0.0,22.727272727272727,0.0,13.636363636363635
2020-05-01,22.727272727272727,0.0,9.090909090909092,4.545454545454546,27.27272727272727
2020-06-01,31.818181818181817,0.0,13.636363636363635,0.0,59.09090909090909
2020-07-01,18.181818181818183,0.0,0.0,0.0,0.0
